ID,Station Name,CPO / Operator,Ownership,State,District,City,Location / Address,Latitude,Longitude,Connector Count,Max Power (kW),Connector Categories,Connector Types,Charger Ratings (kW),Connector Ratings (kW),Record Count,Source,Snapshot Date
BEE-14487,BPCL - PERUMBAVOOR,BPCL,Govt.,Kerala,Ernakulam,PERUMBAVOOR,"PMC.XVII.938 ALWAYE-MUNNAR ROAD, #, , City=PERUMBAVOOR, . District=ERNAKULUM, State=Kerala",10.1149,76.473665,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14488,BPCL - EACHUR,BPCL,Govt.,Kerala,KANNUR,EACHUR,"PO EACHUR, EACHUR, , City=EACHUR, District=KANNUR, State=Kerala .",11.901724,75.443495,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14489,"BPCL - POTHENCODE P.O., POTHENCODE MANGALAPURAM ROAD, ,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM POTHENCODE,"POTHENCODE P.O., POTHENCODE MANGALAPURAM ROAD, ,","Bharat AC . City=POTHENCODE, District=THIRUVANANTHAPURAM, State=Kerala",8.620915,76.892245,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14490,BPCL - CHEVAYUR,BPCL,Govt.,Kerala,KOZHIKODE,CHEVAYUR,"POTTAMMAL ROAD, PALAZHI TOWN, , City=CALICUT, District=KOZHIKODE, . State=Kerala",11.250373,75.841325,2,7.0,LEV DC,LEV DC,15.0,7.0,2,BEE,2025-10-26
BEE-14491,"BPCL - PULIYARAKONNAM, PULIYARAKONNAM, , City=PULIYARAKONNAM,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM PULIYARAKONNAM,"PULIYARAKONNAM, PULIYARAKONNAM, , City=PULIYARAKONNAM,","Bharat AC . District=THIRUVANANTHAPURAM, State=Kerala",8.540124,77.01811,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14492,BPCL - MAVELIKARA,BPCL,Govt.,Kerala,ALAPPUZHA,MAVELIKARA,"PUNNAMOOD P.O., MAVELIKKARA, , City=MAVELIKARA, . District=ALAPPUZHA, State=Kerala",9.231589,76.537405,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14493,BPCL - PURAMERY,BPCL,Govt.,Kerala,KOZHIKODE,PURAMERY,"PURAMERY VILLAGE, KOZHIKODE DISTRICT, , City=PURAMERY, . District=KOZHIKODE, State=Kerala",11.669642,75.61597,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14494,BPCL - ERNAKULAM,BPCL,Govt.,Kerala,Ernakulam,ERNAKULAM,"RE SY NO 47/1,BLOCK NO 7,THENGODE, . KAKKANAD,THRIKKAKARA,KANAYANNUR, , City=ERNAKULAM, District=ERNAKULUM, State=Kerala",10.01378,76.21336,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14495,BPCL - CHENGAMANADU,BPCL,Govt.,Kerala,Ernakulam,CHENGAMANADU,"RE.SY. NO. 254/4, 254/3/4, 254/3/1,, RE.SY. NO. 254/4, 254/3/4, 254/3/1,, , . VILLAGE, AUVA TALUK City=CHENGAMANADU VILLAGE, AUVA TALUK, District=ERNAKULUM, State=Kerala",10.144962,76.352415,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14496,BPCL - MANNARKKAD,BPCL,Govt.,Kerala,PALAKKAD,MANNARKKAD,"RO AT THACHAMPARA, RO AT THACHAMPARA, , City=MANNARKKAD, . District=PALAKKAD, State=Kerala",10.9576,76.5055,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14497,"BPCL - Melacode village,",BPCL,Govt.,Kerala,PALAKKAD,"Melacode village,","S.NO.240/30(EARLIER S.NO.240/4), BLOCK NO.25(OLD S.NO.309/3,1A 310/1, . Nemmara , City=MELACODE VILLAGE, NEMMARA, District=PALAKKAD, State=Kerala",10.592556,76.563035,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14498,BPCL - PALA,BPCL,Govt.,Kerala,KOTTAYAM,PALA,"SH 08 , PALA-THODUPUZHA ROAD, KIZHATHADIYOOR P O, , City=PALA, . District=KOTTAYAM, State=Kerala",9.78383,76.722108,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14499,BPCL - MALLAPPALLY,BPCL,Govt.,Kerala,Pathanamthitta,MALLAPPALLY,"SH 9, KOZHENCERY ROAD, , City=MALLAPPALLY, District=PATHNAMTHITA, . State=Kerala",9.446972,76.65396,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14500,BPCL - NILAMBUR,BPCL,Govt.,Kerala,MALAPPURAM,NILAMBUR,"SH28, NILAMBUR, , City=NILAMBUR, District=MALAPPURAM, State=Kerala .",11.26918,76.215483,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14501,BPCL - AYANIKODE,BPCL,Govt.,Kerala,MALAPPURAM,AYANIKODE,"SH73, WANDOOR-PANDIKKAD ROAD, , City=AYANIKODE, . District=MALAPPURAM, State=Kerala",11.14969,76.233732,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14502,BPCL - KOLAZHY,BPCL,Govt.,Kerala,THRISSUR,KOLAZHY,"SHORNOOR ROAD,, #, , City=KOLAZHY, District=THRISSUR, State=Kerala .",10.579939,76.217493,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14503,BPCL - SAKTHIKULANGARA,BPCL,Govt.,Kerala,KOLLAM,SAKTHIKULANGARA,"SP.776, NH66, , City=SAKTHIKULANGARA, District=KOLLAM, State=Kerala .",8.929987,76.548987,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14504,BPCL - IRIKKUR,BPCL,Govt.,Kerala,KANNUR,IRIKKUR,"SREEKANDAPURAM- IRITTY ROAD, IRIKKUR, , City=IRIKKUR, . District=KANNUR, State=Kerala",11.991272,75.548639,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14505,BPCL - KASARGOD,BPCL,Govt.,Kerala,KASARAGOD,KASARGOD,"STATION ROAD, STATION ROAD, , City=KASARGOD, District=KASARAGOD, . State=Kerala",12.515299,75.007863,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14506,BPCL - TEEKOY,BPCL,Govt.,Kerala,KOTTAYAM,TEEKOY,"SURVEY NO 109/1, ERATTUPETA - WAGAMON ROAD, , City=TEEKOY, . District=KOTTAYAM, State=Kerala",9.699233,76.816097,2,120.0,CCS2 / CCS,CCS,120.0,120.0,1,BEE,2025-10-26
BEE-14507,BPCL - PALAKKAD,BPCL,Govt.,Kerala,PALAKKAD,PALAKKAD,"SURVEY NO 151/15, 150/16, PALAKKAD-PONNANI ROAD, MANKARA, , . City=PALAKKAD, District=PALAKKAD, State=Kerala",10.7918,76.4997,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14508,BPCL - ERNAKULAM,BPCL,Govt.,Kerala,Ernakulam,ERNAKULAM,"SURVEY NO 185/28,THIRUVAMKULAM, VILLAGE,KANAYANNUR TALUK, , . City=ERNAKULAM, District=ERNAKULUM, State=Kerala",9.967678,76.356719,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14509,"BPCL - SY NO 112/18 BLOCK 50, PUTHUKULANGARA (PO), NEDUMANGAD, ,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM UZHAMALAKKAL,"SY NO 112/18 BLOCK 50, PUTHUKULANGARA (PO), NEDUMANGAD, ,","Bharat AC . City=UZHAMALAKKAL, District=THIRUVANANTHAPURAM, State=Kerala",8.595946,77.031148,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14510,BPCL - KODUNGALLUR,BPCL,Govt.,Kerala,THRISSUR,KODUNGALLUR,"SY NO 119/1 METHALA VILLAGE, KODUNGALLUR BYE PASS ON NH 17, , . City=KODUNGALLUR, District=THRISSUR, State=Kerala",10.208812,76.197026,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14511,BPCL - ASHTAMICHARA,BPCL,Govt.,Kerala,THRISSUR,ASHTAMICHARA,"SY NO 425 VADAMA VILLAGE, ASHTAMICHARA THRISSUR 680732, , . City=ASHTAMICHARA, District=THRISSUR, State=Kerala",10.256072,76.27011,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14512,BPCL - AMBALLUR,BPCL,Govt.,Kerala,THRISSUR,AMBALLUR,"SY NO 431/3 AMBALLUR VILLAGE, MUKUNDAPURAM TALUK THRISSUR . 680302, , City=AMBALLUR, District=THRISSUR, State=Kerala",10.430925,76.281293,1,7.0,Type 2 AC,Type II,7.0,7.0,1,BEE,2025-10-26
BEE-14513,BPCL - PONJASSERY,BPCL,Govt.,Kerala,Ernakulam,PONJASSERY,"SY NO.65/4, BOCK NO.22, ARAKKAPADY, SY NO.65/4, BOCK NO.22, . ARAKKAPADY, , City=PONJASSERY, District=ERNAKULUM, State=Kerala",10.091208,76.443733,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14514,BPCL - MALLAPUZHASSERY,BPCL,Govt.,Kerala,Pathanamthitta,MALLAPUZHASSERY,"SY NO171/13 THEKKEMALA JN, KOZHENCHERRY TK ARANMULA PO, , . City=MALLAPUZHASSERY, District=PATHNAMTHITA, State=Kerala",9.327406,76.698872,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14515,BPCL - PERUMANNA,BPCL,Govt.,Kerala,KOZHIKODE,PERUMANNA,"SY. NO. 57/15, PATHEERAMKAVU-PERUMANNA ROAD, , City=PERUMANNA, . District=KOZHIKODE, State=Kerala",11.2451,75.8849,3,7.0,LEV DC; Bharat AC-001,LEV DC; Bharat AC,"15.0, 3.0","7.0, 3.0",3,BEE,2025-10-26
BEE-14516,BPCL - KARINKUNNAM,BPCL,Govt.,Kerala,IDUKKI,KARINKUNNAM,"SY.NO.64/4, SY.NO.64/4, , City=KARINKUNNAM, District=IDUKKI, . State=Kerala",9.854072,76.70479,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14517,BPCL - KUTHUPARAMBA,BPCL,Govt.,Kerala,KANNUR,KUTHUPARAMBA,"T C ROAD, KUTHUPARAMBA, , City=KUTHUPARAMBA, District=KANNUR, . State=Kerala",11.83554,75.568512,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14518,BPCL - PARAPPANAGADI,BPCL,Govt.,Kerala,MALAPPURAM,PARAPPANAGADI,"TANUR ROAD,, PARAPPANANGADY .P.O., , City=PARAPPANAGADI, . District=MALAPPURAM, State=Kerala",11.050165,75.857449,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14519,BPCL - THALAPPARA,BPCL,Govt.,Kerala,MALAPPURAM,THALAPPARA,"THALAPPARA, NH-17,THALAPPARA, , City=THALAPPARA, . District=MALAPPURAM, State=Kerala",11.077494,75.903286,2,120.0,CCS2 / CCS,CCS,120.0,120.0,1,BEE,2025-10-26
BEE-14520,BPCL - KALADY,BPCL,Govt.,Kerala,Ernakulam,KALADY,"THANNIPUZHA, M C ROAD, OKKAL PO, , City=KALADY, District=ERNAKULUM, . State=Kerala",10.158724,76.443737,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14521,BPCL - THATHAMANGALAM,BPCL,Govt.,Kerala,PALAKKAD,THATHAMANGALAM,"THATHAMANGLAM TOWN, THATHAMANGLAM IN SH27, , . City=THATHAMANGALAM, District=PALAKKAD, State=Kerala",10.676741,76.70479,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14522,"BPCL - THALAYOLAPARAMBU THENETH HOUSE, #, , City=THALAYOLAPARAMBU, District=KOTTAYAM,",BPCL,Govt.,Kerala,KOTTAYAM,"THALAYOLAPARAMBU THENETH HOUSE, #, , City=THALAYOLAPARAMBU, District=KOTTAYAM,",Bharat AC . State=Kerala,9.786556,76.453575,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14523,"BPCL - THALAYOLAPARAMBU THENETH HOUSE, #, , City=THALAYOLAPARAMBU, District=KOTTAYAM,",BPCL,Govt.,Kerala,KOTTAYAM,"THALAYOLAPARAMBU THENETH HOUSE, #, , City=THALAYOLAPARAMBU, District=KOTTAYAM,",CCS . State=Kerala,9.786556,76.453575,2,60.0,,,60.0,60.0,1,BEE,2025-10-26
BEE-14524,BPCL - PAYYOLI,BPCL,Govt.,Kerala,KOZHIKODE,PAYYOLI,"THIKKODI VILLAGE, PAYYOLI, , City=PAYYOLI, District=KOZHIKODE, . State=Kerala",11.494047,75.614,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14525,"BPCL - THOLICODE, THOLICODE, , City=THOLICODE,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM THOLICODE,"THOLICODE, THOLICODE, , City=THOLICODE,","Bharat AC . District=THIRUVANANTHAPURAM, State=Kerala",8.646099,77.058841,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14526,"BPCL - THONAKKAL, NH-47, #, , City=TRIVANDRUM,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM MANGALAPURAM,"THONAKKAL, NH-47, #, , City=TRIVANDRUM,","CCS . District=THIRUVANANTHAPURAM, State=Kerala",8.629989,76.847605,1,30.0,,,30.0,30.0,1,BEE,2025-10-26
BEE-14527,BPCL - SULTHAN BATHERY,BPCL,Govt.,Kerala,WAYANAD,SULTHAN BATHERY,"THOTTAPPAN KULAM, MYSORE ROAD, , City=SULTHAN BATHERY, . District=WAYANAD, State=Kerala",11.659002,76.245955,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14528,"BPCL - PALAKAD-CHERPULASER THRICKEDERY-CHERPULSERY, THRICKEDERY VILLAGE-2, ,",BPCL,Govt.,Kerala,PALAKKAD,"PALAKAD-CHERPULASER THRICKEDERY-CHERPULSERY, THRICKEDERY VILLAGE-2, ,","Bharat AC . YROAD, OTTAPA City=PALAKAD-CHERPULASERYROAD, OTTAPALEM, District=PALAKKAD, State=Kerala",10.8815,76.3464,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14529,"BPCL - PALAKAD-CHERPULASER THRICKEDERY-CHERPULSERY, THRICKEDERY VILLAGE-2, ,",BPCL,Govt.,Kerala,PALAKKAD,"PALAKAD-CHERPULASER THRICKEDERY-CHERPULSERY, THRICKEDERY VILLAGE-2, ,","CCS . YROAD, OTTAPA City=PALAKAD-CHERPULASERYROAD, OTTAPALEM, District=PALAKKAD, State=Kerala",10.8815,76.3464,2,60.0,,,60.0,60.0,1,BEE,2025-10-26
BEE-14530,BPCL - KARTHIKAPALLY,BPCL,Govt.,Kerala,ALAPPUZHA,KARTHIKAPALLY,"THRIKUNNAPUZHA-KARTHIKAPALLY ROAD, MAHADEVIKADU P.O., , . City=KARTHIKAPALLY, District=ALAPPUZHA, State=Kerala",9.258033,76.426296,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14531,BPCL - TANUR,BPCL,Govt.,Kerala,MALAPPURAM,TANUR,"TIRUR ROAD, K PURAM PO, , City=TANUR, District=MALAPPURAM, . State=Kerala",10.967504,75.884974,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14532,BPCL - KAKKAD,BPCL,Govt.,Kerala,MALAPPURAM,KAKKAD,"TP/08/036, NH 17, CALICUT ROAD, , City=KAKKAD, District=MALAPPURAM, . State=Kerala",11.038542,75.937751,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14533,BPCL - TALIPARMABA,BPCL,Govt.,Kerala,KANNUR,TALIPARMABA,"TRICHAMBARAM, NH-17, , City=TALIPARMABA, District=KANNUR, . State=Kerala",12.028212,75.365395,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14534,BPCL - SHORANUR,BPCL,Govt.,Kerala,PALAKKAD,SHORANUR,"TRICHUR-SHORNUR ROAD, KOLAPULLY, , City=SHORANUR, . District=PALAKKAD, State=Kerala",10.779444,76.278968,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14535,BPCL - TRIPUNITHURA,BPCL,Govt.,Kerala,Ernakulam,TRIPUNITHURA,"TRIPUNITHURA, VAIKOM ROAD, , City=TRIPUNITHURA, . District=ERNAKULUM, State=Kerala",9.88645,76.374289,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14536,"BPCL - TRIVANDRUM - NAGERCOIL ROAD, TRIVANDRUM, , City=PARASSALA,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM PARASSALA,"TRIVANDRUM - NAGERCOIL ROAD, TRIVANDRUM, , City=PARASSALA,","CCS . District=THIRUVANANTHAPURAM, State=Kerala",8.342489,77.15408,2,60.0,,,60.0,60.0,1,BEE,2025-10-26
BEE-14537,BPCL - URUVACHAL,BPCL,Govt.,Kerala,KANNUR,URUVACHAL,"URUVACHAL, MATTANUR PO, URUVACHAL KOTHUPARAMBHA ROAD, , . City=URUVACHAL, District=KANNUR, State=Kerala",11.898197,75.582763,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14538,BPCL - KANNADI,BPCL,Govt.,Kerala,PALAKKAD,KANNADI,"VADAKKUMURI KANNADI, VILLAGE KANNADI 2, , City=KANNADI, . District=PALAKKAD, State=Kerala",10.73823,76.6333,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14539,BPCL - ERNAKULAM,BPCL,Govt.,Kerala,Ernakulam,ERNAKULAM,"VAIKOM ROAD,, UDAYAMPEROOR,, , City=ERNAKULAM, . District=ERNAKULUM, State=Kerala",9.882268,76.375279,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14540,BPCL - KOZHINJAMPARA,BPCL,Govt.,Kerala,PALAKKAD,KOZHINJAMPARA,"VANAMMADA, VANAMADA, CHITUR MANDAL, , City=KOZHINJAMPARA, . District=PALAKKAD, State=Kerala",10.6942,76.8548,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14541,BPCL - VANIAMPARA,BPCL,Govt.,Kerala,THRISSUR,VANIAMPARA,"VAZHUKKUMPARA, LHS ON NH 47, , City=VANIAMPARA, District=THRISSUR, . State=Kerala",10.599846,76.328994,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14542,BPCL - PALAKKAD,BPCL,Govt.,Kerala,PALAKKAD,PALAKKAD,"VELANTHAVALAM VILLAGE, VELANTHAVALAM VILLAGE, , City=PALAKKAD, . District=PALAKKAD, State=Kerala",10.814581,76.831733,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14543,"BPCL - VELLAYAMBALAM, ALTHARA, , City=TRIVANDRUM,",BPCL,Govt.,Kerala,THIRUVANANTHAPURAM TRIVANDRUM,"VELLAYAMBALAM, ALTHARA, , City=TRIVANDRUM,","Bharat AC . District=THIRUVANANTHAPURAM, State=Kerala",8.50737,76.962188,1,3.0,,,3.0,3.0,1,BEE,2025-10-26
BEE-14544,BPCL - KALADY,BPCL,Govt.,Kerala,Ernakulam,KALADY,"VENGOOR, M.C. ROAD, KALADY, PIRAROOR-P.O., , City=KALADY, . District=ERNAKULUM, State=Kerala",10.179755,76.415398,3,60.0,Bharat AC-001; CCS2 / CCS,Bharat AC; CCS,"3.0, 60.0","3.0, 60.0",2,BEE,2025-10-26
BEE-14545,BPCL - MARADU,BPCL,Govt.,Kerala,Ernakulam,MARADU,"VI/419 A NH 49, KUNDANNOOR, , City=MARADU, District=ERNAKULUM, . State=Kerala",9.937527,76.321289,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14546,BPCL - THIRUVANKULAM,BPCL,Govt.,Kerala,Ernakulam,THIRUVANKULAM,"VII, 412.A, , City=THIRUVANKULAM, District=ERNAKULUM, State=Kerala .",9.944947,76.372132,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14547,BPCL - KODUNGALLOR,BPCL,Govt.,Kerala,THRISSUR,KODUNGALLOR,"VII/ 349 THRISSUR ROAD, #, , City=KODUNGALLOR, District=THRISSUR, . State=Kerala",10.227496,76.200017,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14548,BPCL - ERNAKULAM,BPCL,Govt.,Kerala,Ernakulam,ERNAKULAM,"VILLAGE KOTTUVALLY, PANCHAYATH KOTTUVALLY, , City=ERNAKULAM, . District=ERNAKULUM, State=Kerala",10.120174,76.25565,2,120.0,CCS2 / CCS,CCS,120.0,120.0,1,BEE,2025-10-26
BEE-14549,BPCL - MALAPPURAM,BPCL,Govt.,Kerala,MALAPPURAM,MALAPPURAM,"W.NO-19/177, PERINTHALMANNA ROAD, UP HILL, , City=MALAPPURAM, . District=MALAPPURAM, State=Kerala",11.04083,76.085858,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14550,BPCL - PATTAMBI,BPCL,Govt.,Kerala,PALAKKAD,PATTAMBI,"WARD.3/1091, PERINTHELMANNA ROAD, , City=PATTAMBI, . District=PALAKKAD, State=Kerala",10.807691,76.187463,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14551,BPCL - CALICUT,BPCL,Govt.,Kerala,KOZHIKODE,CALICUT,"WESTHILL, KANNUR ROAD, , City=CALICUT, District=KOZHIKODE, . State=Kerala",11.284804,75.768671,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14552,BPCL - ELEVENTH MILE,BPCL,Govt.,Kerala,KOZHIKODE,ELEVENTH MILE,"WYNAD ROAD, KUNNAMANGALAM .P.O., , City=ELEVENTH MILE, . District=KOZHIKODE, State=Kerala",11.32815,75.886268,1,30.0,CCS2 / CCS,CCS,30.0,30.0,1,BEE,2025-10-26
BEE-14553,BPCL - GURUVAYOOR,BPCL,Govt.,Kerala,THRISSUR,GURUVAYOOR,"X-237, GURUVAYUR-TRICHUR ROAD, , City=GURUVAYOOR, . District=THRISSUR, State=Kerala",10.594516,76.04538,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14554,BPCL - KOTTAYAM,BPCL,Govt.,Kerala,KOTTAYAM,KOTTAYAM,"XI/252, MUTTAMBALAM, , City=KOTTAYAM, District=KOTTAYAM, . State=Kerala",9.588466,76.53914,2,60.0,CCS2 / CCS,CCS,60.0,60.0,1,BEE,2025-10-26
BEE-14555,BPCL - ALUVA,BPCL,Govt.,Kerala,Ernakulam,ALUVA,"XVII - 70, ALUVA-ERNAKULAM ROAD, , City=ALUVA, District=ERNAKULUM, . State=Kerala",10.102725,76.350111,1,3.0,Bharat AC-001,Bharat AC,3.0,3.0,1,BEE,2025-10-26
BEE-14556,HPCL - Leh Ladakh,HPCL,Govt.,Ladakh,Leh Ladakh,Leh Ladakh,Leh Ladakh,34.142853,77.583904,2,3.0,Bharat AC-001,Bharat AC-001,3.0,3.0,2,BEE,2025-10-26
BEE-14557,IOCL - Lakshadweep,IOCL,Govt.,Lakshadweep,Lakshadweep,Lakshadweep,Indian Oil Dealers Near Indian Oil Depot Kavaratti,10.57022,72.637194,1,3.3,LEV AC,LEV AC Charge point,3.3,3.3,1,BEE,2025-10-26
BEE-14558,Ather - Chhindwara,Ather,Private,Madhya Pradesh,Chhindwara,Chhindwara,"Ground Floor, Block No. 46, Pankaj Talkies, Parasiya Road, Chhindwara, Madhya Pradesh 480001 (IS-17017-2-7)",22.059597,78.93032,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14559,Ather - Chhindwara,Ather,Private,Madhya Pradesh,Chhindwara,Chhindwara,"Ms Rcm Tower, Infront Of Amma Hospital, Circular Road, Chhindwara, Madhya Pradesh 480001 (IS-17017-2-7)",22.064705,78.93693,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14560,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"308, Pipliya Rao Ring Rd, Ambicapuri Colony, Ambikapuri, Indore, Madhya Pradesh (IS-17017-2-7)",22.680406,75.864624,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14561,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"2563-E, Ring Rd, Sector E, Sudama Nagar, Indore, Madhya Pradesh",22.689251,75.828484,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14562,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"147 B, Moon Palace Colony, Near Annapurna Police Station, Annapurna Road, Indore (IS-17017-2-7)",22.695975,75.84221,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14563,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"11/A, Sapna Sangeeta Rd, Snehnagar, Indore, Madhya Pradesh",22.702791,75.871199,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14564,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"5/2, Moti Tabela, Indore, Madhya Pradesh 452007",22.711234,75.856495,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14565,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"580, Mahatma Gandhi Rd, Near Indraprastha Tower, Infront Of, Race Course Road, Indore, Madhya Pradesh (IS-17017-2-7)",22.722919,75.879361,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
BEE-14566,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"Near 452010, Patni Pura Rd, Nanda Nagar, Indore, Madhya Pradesh",22.743145,75.884112,2,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,2,BEE,2025-10-26
BEE-14567,Ather - Indore,Ather,Private,Madhya Pradesh,Indore,Indore,"Pushp Vihar Colony, Scheme No 131, Indore, Madhya Pradesh 452010",22.749995,75.904779,1,3.3,LEV DC,LEV DC Charge Point (IS-17017-2-7),3.3,3.3,1,BEE,2025-10-26
